label,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22
0,1,9,17,3581,7906,7946,13009,13305,204730,824237,1534523,1541001,1541007,1541034,1543495,1543504,1543522,1543945,1543950,1544021,1544193,1544249
0,1,10,24,3583,7907,7931,12997,13304,13335,291519,1534476,1541001,1541007,1541087,1543495,1543504,1543539,1543946,1543963,1544026,1544197,1544252
0,1,9,17,3581,7906,8051,13011,13305,13335,1266027,1534537,1541001,1541008,1541136,1543495,1543504,1543624,1543945,1543954,1544021,1544217,1544263
1,1,9,21,3584,7909,7931,12997,13304,13335,292719,1534415,1541001,1541007,1541039,1543496,1543505,1543526,1543947,1543951,1544025,1544195,1544257
0,1,10,20,3585,7907,7931,12997,13304,13335,824598,1534531,1541001,1541007,1541204,1543495,1543504,1543552,1543946,1543951,1544044,1544187,1544251
0,1,9,17,3581,7906,8119,12998,13305,13335,303602,1534854,1541001,1541007,1541033,1543495,1543504,1543522,1543945,1543950,1544018,1544193,1544248
1,4,10,399,3877,7917,7931,12997,13304,13335,293720,1535533,1541001,1541007,1541099,1543495,1543504,1543549,1543946,1543954,1544018,1544187,1544258
0,1,9,17,3581,7906,7932,12999,13305,13335,362121,1534452,1541001,1541009,1541014,1543495,1543504,1543515,1543948,1543953,1544031,1544191,1544253
0,1,9,17,3581,7906,7932,12999,13305,13335,292329,1534422,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544249
0,1,9,18,3582,7908,7931,12997,13304,13335,343269,1534461,1541001,1541007,1541019,1543495,1543504,1543527,1543947,1543955,1544019,1544196,1544257
0,1,10,47,3583,7907,7931,12997,13304,13335,291525,1534429,1541001,1541007,1541101,1543495,1543504,1543598,1543946,1543981,1544026,1544192,1544264
1,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534508,1541001,1541007,1541051,1543495,1543504,1543525,1543946,1543951,1544018,1544187,1544264
1,2,9,49,3586,7906,7931,12997,13304,13334,291516,1534468,1541002,1541007,1541149,1543495,1543504,1543564,1543946,1543951,1544022,1544187,1544258
0,1,9,17,3581,7906,7933,13000,13305,13335,1029992,1534529,1541001,1541007,1541043,1543495,1543504,1543523,1543946,1543951,1544018,1544187,1544248
0,1,10,59,3622,7907,7931,12997,13304,13335,429019,1534981,1541001,1541007,1541104,1543495,1543504,1543604,1543945,1543986,1544022,1544190,1544253
0,1,10,41,3603,7907,7931,12997,13304,13335,1219136,1534417,1541001,1541007,1541018,1543495,1543504,1543517,1543946,1543952,1544030,1544187,1544261
0,1,9,17,3581,7906,7932,12999,13305,13335,298701,1534422,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544261
0,3,11,17,3581,7906,8023,12997,13305,13334,291516,1534615,1541003,1541008,1541493,1543495,1543507,1543777,1543946,1543982,1544018,1544219,1544249
0,1,9,17,3581,7906,7939,12998,13307,13335,938461,1534420,1541001,1541008,1541085,1543495,1543504,1543534,1543945,1543950,1544028,1544188,1544248
0,1,10,67,3627,7907,7931,12997,13304,13335,291516,1536298,1541001,1541007,1541021,1543495,1543504,1543517,1543946,1543952,1544022,1544187,1544259
0,1,9,65,3628,7913,7931,12997,13304,13335,399468,1534419,1541001,1541007,1541221,1543495,1543504,1543607,1543945,1543969,1544018,1544200,1544248
0,1,9,17,3581,7906,7945,13006,13305,13335,394052,1534850,1541001,1541007,1541547,1543495,1543504,1543778,1543946,1543981,1544039,1544192,1544267
0,1,9,17,3581,7906,7932,12999,13305,13335,296312,1534422,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544260
0,1,9,17,3581,7906,7936,13004,13306,13334,292313,1534424,1541001,1541007,1541189,1543495,1543504,1543523,1543946,1543951,1544018,1544187,1544248
0,1,9,33,3597,7907,7931,12997,13304,13335,877121,1534743,1541001,1541007,1541016,1543495,1543504,1543516,1543945,1543959,1544029,1544190,1544265
0,1,9,37,3602,7907,7931,12997,13304,13335,370340,1534529,1541001,1541007,1541207,1543495,1543504,1543578,1543945,1543952,1544024,1544205,1544263
0,2,9,569,3881,7906,7931,12997,13304,13334,291516,1535336,1541002,1541007,1541096,1543495,1543504,1543557,1543947,1543951,1544022,1544194,1544248
0,2,9,171,4193,7906,7931,12997,13304,13334,308896,1534643,1541002,1541007,1542199,1543495,1543504,1543648,1543945,1543969,1544018,1544227,1544258
0,1,9,21,3584,7909,7931,12997,13304,13335,735290,1534430,1541001,1541007,1541247,1543496,1543505,1543626,1543946,1543951,1544022,1544187,1544251
1,2,9,105,3667,7906,7931,12997,13304,13334,291562,1534846,1541002,1541007,1541063,1543495,1543504,1543567,1543947,1543975,1544018,1544196,1544269
0,2,9,157,3581,7906,7931,12997,13304,85668,291518,1536108,1541002,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544252
0,1,9,274,3656,7907,7931,12997,13304,13335,1008293,1534411,1541001,1541007,1541693,1543495,1543504,1543640,1543947,1543954,1544023,1544204,1544252
0,1,10,19,3583,7907,7931,12997,13304,13335,309703,1534437,1541001,1541007,1541137,1543495,1543504,1543538,1543947,1543951,1544020,1544187,1544258
1,1,9,18,3582,7908,7931,12997,13304,13335,292036,1534409,1541001,1541007,1541025,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544263
0,1,9,20,3585,7907,7931,12997,13304,13335,307674,1534409,1541001,1541007,1541120,1543495,1543504,1543572,1543946,1543954,1544019,1544187,1544268
0,1,10,19,3583,7907,7931,12997,13304,13335,332679,1534411,1541001,1541007,1541543,1543495,1543504,1543687,1543947,1543951,1544019,1544195,1544256
1,1,10,36,3600,7907,7931,12997,13304,13335,291516,1534413,1541001,1541007,1541373,1543495,1543504,1543521,1543945,1543950,1544030,1544188,1544263
0,1,9,18,3582,7908,7931,12997,13304,13335,293048,1534417,1541001,1541007,1541163,1543495,1543504,1543520,1543945,1543950,1544025,1544188,1544270
0,1,9,17,3581,7906,7953,12998,13308,13334,291516,1535987,1541001,1541009,1541119,1543495,1543504,1543556,1543946,1543967,1544018,1544199,1544255
0,1,9,58,3608,7907,7931,12997,13304,13335,302418,1534465,1541001,1541007,1541281,1543495,1543504,1543647,1543945,1543950,1544018,1544216,1544248
0,2,9,76,3621,7906,7931,12997,13304,13334,1452107,1536057,1541002,1541007,1541448,1543497,1543506,1543521,1543946,1543950,1544018,1544188,1544261
0,1,9,21,3584,7909,7931,12997,13304,13335,325106,1534478,1541001,1541007,1541052,1543496,1543505,1543562,1543947,1543950,1544024,1544187,1544252
0,1,9,17,3581,7906,7940,12998,13305,13335,291516,1534445,1541001,1541007,1541040,1543495,1543504,1543546,1543947,1543951,1544018,1544194,1544255
0,1,9,17,3581,7906,7945,13006,13305,13335,394850,1534750,1541001,1541007,1541080,1543495,1543504,1543581,1543946,1543973,1544042,1544192,1544262
0,1,10,22,3586,7907,7931,12997,13304,13335,327157,1534409,1541001,1541007,1541180,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544257
1,1,10,31,3595,7907,7931,12997,13304,13335,291516,1536384,1541001,1541007,1541253,1543495,1543504,1543591,1543947,1543951,1544076,1544194,1544259
0,1,10,19,3583,7907,7931,12997,13304,13335,1038011,1534412,1541001,1541007,1541012,1543495,1543504,1543518,1543947,1543951,1544020,1544194,1544248
1,1,9,46,3607,7908,7931,12997,13304,13335,366184,1534833,1541001,1541007,1541591,1543496,1543505,1543571,1543947,1543968,1544018,1544196,1544263
0,1,9,18,3582,7908,7931,12997,13304,13335,321640,1534410,1541001,1541007,1541097,1543495,1543504,1543524,1543945,1543952,1544019,1544188,1544268
1,3,10,17,3581,7906,8093,12997,13306,13334,613750,1534427,1541003,1541009,1541922,1543495,1543504,1543743,1543946,1543968,1544018,1544199,1544253
0,1,10,22,3586,7907,7931,12997,13304,13335,291516,1534412,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544023,1544187,1544257
0,1,9,17,3581,7906,7963,12998,13306,154862,753026,1534411,1541001,1541008,1541118,1543495,1543504,1543570,1543946,1543950,1544018,1544201,1544264
1,1,9,108,3653,7907,7931,12997,13304,13335,291516,1535902,1541001,1541007,1541420,1543495,1543504,1543698,1543946,1543951,1544023,1544187,1544250
0,1,10,22,3586,7907,7931,12997,13304,13335,314728,1534409,1541001,1541007,1541031,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544259
0,1,9,107,3652,7907,7931,12997,13304,13335,291516,1534438,1541001,1541007,1541398,1543495,1543504,1543622,1543947,1543951,1544018,1544187,1544271
0,1,10,26,3590,7907,7931,12997,13304,13335,291516,1534413,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544023,1544187,1544260
0,1,9,17,3581,7906,7943,13007,13306,13335,1303709,1534439,1541001,1541007,1541054,1543495,1543504,1543536,1543945,1543950,1544018,1544193,1544248
0,1,9,17,3581,7906,7936,13004,13306,140519,298422,1534462,1541001,1541007,1541126,1543495,1543504,1543556,1543946,1543967,1544018,1544199,1544250
0,1,9,18,3582,7908,7931,12997,13304,13335,318131,1534427,1541001,1541007,1541260,1543495,1543504,1543524,1543945,1543952,1544019,1544188,1544261
0,1,9,17,3581,7906,7940,12998,13305,49602,308942,1534423,1541001,1541007,1541024,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544259
0,1,9,38,3601,7907,7931,12997,13304,13335,291516,1534411,1541001,1541007,1541054,1543495,1543504,1543536,1543945,1543950,1544018,1544193,1544252
1,2,9,227,3703,7906,7931,12997,13304,148403,677944,1534528,1541002,1541007,1541012,1543495,1543504,1543518,1543947,1543951,1544020,1544194,1544256
0,1,10,23,3587,7907,7931,12997,13304,13335,445272,1534652,1541001,1541007,1541016,1543495,1543504,1543516,1543945,1543961,1544023,1544190,1544253
0,1,10,23,3587,7907,7931,12997,13304,13335,386307,1534409,1541001,1541007,1541018,1543495,1543504,1543517,1543946,1543952,1544023,1544187,1544255
1,1,10,20,3585,7907,7931,12997,13304,13335,297816,1534498,1541001,1541007,1541143,1543495,1543504,1543520,1543945,1543951,1544018,1544188,1544258
0,1,9,28,3588,7907,7931,12997,13304,13335,304137,1534508,1541001,1541007,1541044,1543495,1543504,1543555,1543947,1543967,1544021,1544196,1544254
0,1,9,17,3581,7906,8468,12999,13315,13335,292491,1534724,1541001,1541007,1541606,1543495,1543504,1543805,1543946,1543950,1544071,1544192,1544264
0,1,9,18,3582,7908,7931,12997,13304,13335,313025,1534438,1541001,1541007,1541019,1543495,1543504,1543527,1543947,1543955,1544019,1544196,1544264
0,1,10,23,3587,7907,7931,12997,13304,13335,293858,1534417,1541001,1541007,1541031,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544259
0,2,9,257,3581,7906,7931,12997,13304,13334,291516,1534890,1541002,1541007,1541174,1543495,1543504,1543565,1543945,1543950,1544032,1544188,1544265
0,3,10,17,3581,7906,7947,12997,13305,13334,291517,1534428,1541003,1541009,1541029,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544256
1,1,9,18,3582,7908,7931,12997,13304,13335,299496,1534457,1541001,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544025,1544189,1544249
0,1,9,18,3582,7908,7931,12997,13304,13335,294278,1534420,1541001,1541007,1541122,1543495,1543504,1543520,1543945,1543950,1544018,1544188,1544262
0,1,9,17,3581,7906,7932,12999,13305,13335,324402,1534422,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544033,1544191,1544253
0,1,10,87,3644,7907,7931,12997,13304,13335,294917,1534412,1541001,1541007,1541138,1543495,1543504,1543625,1543946,1543956,1544024,1544225,1544257
0,1,9,18,3582,7908,7931,12997,13304,13335,294955,1534415,1541001,1541007,1541023,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544251
0,1,9,17,3581,7906,7933,13000,13305,13335,299481,1534418,1541001,1541007,1541300,1543495,1543504,1543591,1543947,1543951,1544018,1544194,1544256
0,2,9,85,3617,7906,7931,12997,13304,13334,1255777,1534569,1541002,1541007,1541106,1543495,1543504,1543606,1543946,1543954,1544023,1544187,1544261
0,1,9,17,3581,7906,7950,13003,13305,13335,314506,1534548,1541001,1541008,1541710,1543495,1543504,1543676,1543945,1543950,1544073,1544189,1544252
0,1,10,19,3583,7907,7931,12997,13304,13335,296015,1534411,1541001,1541007,1541543,1543495,1543504,1543687,1543947,1543951,1544018,1544195,1544255
1,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534581,1541001,1541007,1541325,1543495,1543504,1543525,1543946,1543951,1544018,1544187,1544264
0,1,10,34,3598,7907,7931,12997,13304,13335,398862,1534413,1541001,1541007,1541066,1543495,1543504,1543521,1543945,1543951,1544029,1544188,1544254
0,1,9,17,3581,7906,7938,13003,13305,13335,315083,1534548,1541001,1541008,1541032,1543495,1543504,1543537,1543946,1543966,1544018,1544203,1544259
0,1,9,17,3581,7906,8106,13007,13306,13335,291516,1534419,1541001,1541007,1542257,1543495,1543507,1543859,1543945,1543950,1544028,1544188,1544262
0,1,10,19,3583,7907,7931,12997,13304,13335,985642,1534815,1541001,1541007,1541064,1543495,1543504,1543568,1543947,1543951,1544113,1544205,1544267
0,1,9,27,3591,7907,7931,12997,13304,13335,324478,1534410,1541001,1541007,1541070,1543495,1543504,1543566,1543947,1543950,1544018,1544212,1544259
0,1,10,23,3587,7907,7931,12997,13304,13335,509213,1534518,1541001,1541007,1541016,1543495,1543504,1543516,1543945,1543960,1544022,1544190,1544252
0,1,9,18,3582,7908,7931,12997,13304,13335,305943,1534411,1541001,1541007,1542116,1543495,1543504,1543876,1543947,1543955,1544018,1544196,1544250
0,1,10,20,3585,7907,7931,12997,13304,13335,291535,1534421,1541001,1541007,1541045,1543495,1543504,1543532,1543947,1543962,1544018,1544195,1544255
1,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534420,1541001,1541007,1541125,1543495,1543504,1543520,1543945,1543950,1544018,1544188,1544255
0,1,9,82,3642,7909,7931,12997,13304,13335,291516,1534433,1541001,1541007,1541141,1543495,1543504,1543548,1543945,1543963,1544021,1544208,1544266
1,1,9,21,3584,7909,7931,12997,13304,13335,303845,1534411,1541001,1541007,1541038,1543496,1543505,1543526,1543947,1543951,1544018,1544195,1544248
0,1,9,18,3582,7908,7931,12997,13304,13335,293607,1534456,1541001,1541007,1541029,1543495,1543504,1543514,1543945,1543950,1544025,1544189,1544266
0,1,9,17,3581,7906,7938,13003,13305,13335,292270,1534918,1541001,1541007,1541156,1543495,1543504,1543635,1543945,1543950,1544070,1544211,1544254
0,1,9,17,3581,7906,8150,12998,13314,13350,292420,1534737,1541001,1541008,1541013,1543495,1543504,1543519,1543946,1543956,1544021,1544192,1544255
0,1,10,23,3587,7907,7931,12997,13304,13335,553643,1536037,1541001,1541007,1541057,1543495,1543504,1543521,1543945,1543951,1544032,1544188,1544250
1,1,9,17,3581,7906,7933,13000,13305,13334,292754,1534411,1541001,1541007,1541078,1543495,1543504,1543547,1543946,1543954,1544018,1544206,1544259
0,1,9,17,3581,7906,8053,12998,13305,13335,383404,1534861,1541001,1541007,1541032,1543495,1543504,1543537,1543946,1543966,1544018,1544203,1544261
0,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534958,1541001,1541007,1541064,1543495,1543504,1543568,1543947,1543951,1544018,1544205,1544268
0,1,10,17,3581,7906,7959,12998,13305,43499,294312,1535723,1541001,1541007,1541666,1543496,1543504,1543529,1543946,1543951,1544018,1544187,1544251
0,1,9,18,3582,7908,7931,12997,13304,13335,308885,1534414,1541001,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544253
0,1,10,32,3596,7907,7931,12997,13304,13335,291516,1534412,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544022,1544187,1544251
0,1,9,17,3581,7906,7938,13003,13305,13335,309730,1536648,1541001,1541007,1541032,1543495,1543504,1543537,1543946,1543966,1544018,1544203,1544258
0,1,9,17,3581,7906,7945,13006,13305,13335,291962,1534750,1541001,1541007,1541150,1543495,1543504,1543584,1543946,1543983,1544026,1544192,1544250
0,1,9,20,3585,7907,7931,12997,13304,13335,374651,1534424,1541001,1541007,1541204,1543495,1543504,1543552,1543946,1543951,1544088,1544187,1544252
0,1,10,26,3590,7907,7931,12997,13304,13335,291516,1534597,1541001,1541007,1541057,1543495,1543504,1543521,1543945,1543951,1544018,1544188,1544256
0,1,9,18,3582,7908,7931,12997,13304,13335,294858,1534453,1541001,1541007,1541515,1543495,1543504,1543593,1543945,1543950,1544018,1544188,1544254
0,1,10,36,3600,7907,7931,12997,13304,13335,297218,1534634,1541001,1541007,1541070,1543495,1543504,1543566,1543947,1543950,1544018,1544212,1544252
0,2,9,83,3646,7906,7931,12997,13304,13334,636286,1534446,1541002,1541007,1541044,1543495,1543504,1543555,1543947,1543955,1544069,1544196,1544259
0,1,9,17,3581,7906,7932,12999,13305,13335,300976,1534422,1541001,1541009,1541014,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544250
0,1,9,141,3677,7907,7931,12997,13304,13335,376249,1534432,1541001,1541007,1541076,1543495,1543504,1543531,1543945,1543951,1544018,1544193,1544262
1,1,10,34,3598,7907,7931,12997,13304,13335,291516,1534412,1541001,1541007,1541210,1543495,1543504,1543580,1543947,1543952,1544022,1544187,1544257
0,1,9,17,3581,7906,7932,12999,13305,13335,315618,1534520,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544033,1544191,1544262
0,1,9,17,3581,7906,7982,12998,13305,13335,291516,1534787,1541001,1541007,1541078,1543495,1543504,1543547,1543946,1543954,1544079,1544206,1544257
0,2,9,473,4004,7906,7931,12997,13304,13334,826704,1535042,1541002,1541007,1541070,1543495,1543504,1543566,1543947,1543950,1544018,1544212,1544250
0,1,9,17,3581,7906,7940,12998,13305,13335,384635,1534542,1541001,1541007,1541071,1543495,1543504,1543535,1543946,1543951,1544081,1544187,1544271
1,1,10,353,3839,7918,7931,12997,13304,13335,291516,1534418,1541001,1541007,1541018,1543495,1543504,1543517,1543946,1543952,1544022,1544187,1544262
0,1,10,25,3589,7907,7931,12997,13304,13335,483169,1534458,1541001,1541007,1541016,1543495,1543504,1543516,1543945,1543959,1544022,1544190,1544253
0,1,10,59,3622,7907,7931,12997,13304,13335,1252959,1534535,1541001,1541007,1541104,1543495,1543504,1543604,1543945,1543986,1544022,1544190,1544253
0,1,9,17,3581,7906,8039,12998,13306,13335,291516,1534459,1541001,1541007,1541090,1543495,1543504,1543534,1543945,1543950,1544028,1544188,1544259
0,1,10,32,3596,7907,7931,12997,13304,13335,291516,1534412,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544029,1544187,1544255
0,1,9,109,3654,7910,7931,12997,13304,13335,394633,1534978,1541001,1541007,1541037,1543495,1543504,1543543,1543946,1543950,1544018,1544201,1544259
0,1,10,19,3583,7907,7931,12997,13304,13335,330206,1534612,1541001,1541007,1541076,1543495,1543504,1543531,1543945,1543951,1544018,1544193,1544250
0,1,9,18,3582,7908,7931,12997,13304,13335,629342,1534411,1541001,1541007,1541019,1543495,1543504,1543527,1543947,1543955,1544019,1544196,1544264
0,1,9,18,3582,7908,7931,12997,13304,13335,291693,1534409,1541001,1541007,1541022,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544260
0,1,9,17,3581,7906,7934,13001,13305,13335,316558,1534440,1541001,1541007,1541086,1543495,1543504,1543583,1543946,1543957,1544018,1544192,1544264
0,1,9,21,3584,7909,7931,12997,13304,13335,291516,1534545,1541001,1541007,1541039,1543496,1543505,1543526,1543947,1543951,1544018,1544195,1544252
0,1,9,17,3581,7906,7936,13004,13306,13334,291516,1534491,1541001,1541007,1542097,1543495,1543504,1543682,1543947,1543952,1544018,1544187,1544252
1,1,9,18,3582,7908,7931,12997,13304,13335,308696,1534411,1541001,1541007,1541193,1543495,1543504,1543524,1543945,1543952,1544018,1544188,1544271
0,3,10,17,3581,7906,7972,12997,13305,13334,322144,1534428,1541003,1541009,1542087,1543495,1543504,1543819,1543945,1543971,1544044,1544213,1544248
1,1,9,18,3582,7908,7931,12997,13304,13335,293801,1534427,1541001,1541007,1541022,1543495,1543504,1543514,1543945,1543950,1544025,1544189,1544248
0,1,10,32,3596,7907,7931,12997,13304,13335,291516,1534626,1541001,1541007,1541058,1543495,1543504,1543521,1543945,1543951,1544018,1544188,1544258
0,2,9,427,4081,7906,7931,12997,13304,207747,291516,1535042,1541002,1541007,1541804,1543496,1543504,1543837,1543945,1543988,1544044,1544217,1544270
0,3,10,17,3581,7906,7947,12997,13305,177882,1439050,1534428,1541003,1541008,1541026,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544251
0,1,9,141,3677,7907,7931,12997,13304,13335,335149,1534457,1541001,1541007,1541031,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544256
0,1,10,19,3583,7907,7931,12997,13304,13335,340340,1534444,1541001,1541008,1541051,1543495,1543504,1543525,1543946,1543951,1544018,1544187,1544260
0,2,9,114,3633,7906,7931,12997,13304,13334,291516,1534446,1541002,1541007,1541347,1543496,1543504,1543597,1543946,1543951,1544030,1544187,1544267
0,1,10,51,3611,7909,7931,12997,13304,13335,1397333,1534409,1541001,1541007,1541058,1543495,1543504,1543521,1543945,1543951,1544022,1544188,1544260
0,1,9,18,3582,7908,7931,12997,13304,13335,307009,1534445,1541001,1541007,1541023,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544254
1,1,9,29,3592,7907,7931,12997,13304,13335,326996,1534590,1541001,1541007,1541403,1543495,1543504,1543622,1543947,1543951,1544018,1544187,1544270
0,1,10,23,3587,7907,7931,12997,13304,13335,1109157,1534458,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543959,1544023,1544190,1544258
0,2,9,135,4726,7906,7931,12997,13304,13334,291516,1536438,1541002,1541007,1541063,1543495,1543504,1543567,1543947,1543975,1544018,1544196,1544248
0,1,9,17,3581,7906,7936,13004,13306,13334,1141375,1534462,1541001,1541007,1541124,1543495,1543504,1543554,1543946,1543955,1544020,1544199,1544256
1,1,10,24,3583,7907,7931,12997,13304,13335,291525,1534562,1541001,1541007,1541072,1543495,1543504,1543539,1543946,1543963,1544026,1544197,1544250
0,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534409,1541001,1541007,1541028,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544251
0,1,10,19,3583,7907,7931,12997,13304,13335,830887,1535185,1541001,1541007,1541051,1543495,1543504,1543525,1543946,1543951,1544018,1544187,1544257
0,1,9,719,3926,7909,7931,12997,13304,13335,322233,1534617,1541001,1541007,1541035,1543495,1543504,1543541,1543946,1543951,1544049,1544187,1544253
0,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534463,1541001,1541007,1541291,1543495,1543504,1543575,1543945,1543950,1544019,1544188,1544253
0,1,9,17,3581,7906,7936,13004,13306,14437,463685,1534430,1541001,1541007,1541124,1543495,1543504,1543554,1543946,1543955,1544020,1544199,1544266
0,1,9,28,3588,7907,7931,12997,13304,13335,376323,1534523,1541001,1541007,1541033,1543495,1543504,1543522,1543945,1543950,1544021,1544193,1544253
0,1,10,23,3587,7907,7931,12997,13304,13335,887318,1534413,1541001,1541007,1541058,1543495,1543504,1543521,1543945,1543952,1544030,1544188,1544249
0,1,9,17,3581,7906,7934,13001,13305,13335,690484,1534579,1541001,1541007,1541333,1543495,1543504,1543724,1543946,1543970,1544060,1544192,1544267
0,2,9,404,3581,7906,7931,12997,13304,13334,1080879,1534528,1541002,1541007,1541106,1543495,1543504,1543606,1543946,1543954,1544023,1544187,1544251
0,1,10,22,3586,7907,7931,12997,13304,13335,291516,1534409,1541001,1541007,1541380,1543495,1543504,1543528,1543945,1543952,1544030,1544188,1544251
0,1,9,28,3588,7907,7931,12997,13304,13335,480985,1534524,1541001,1541008,1541430,1543495,1543504,1543644,1543947,1543950,1544018,1544204,1544258
0,1,9,17,3581,7906,8026,12998,13305,13335,291516,1535419,1541001,1541007,1541092,1543495,1543504,1543588,1543946,1543950,1544018,1544202,1544248
0,1,9,136,3657,7907,7931,12997,13304,13335,445538,1535197,1541001,1541007,1541632,1543496,1543505,1543536,1543945,1543950,1544018,1544193,1544248
0,2,9,80,3698,7906,7931,12997,13304,13334,332418,1534446,1541002,1541007,1541133,1543495,1543504,1543564,1543946,1543951,1544024,1544187,1544263
0,1,9,17,3581,7906,8200,12998,13308,13335,368508,1534745,1541001,1541007,1541112,1543495,1543504,1543610,1543946,1543950,1544018,1544201,1544258
0,1,10,84,3610,7909,7931,12997,13304,13335,296772,1534907,1541001,1541007,1541089,1543495,1543504,1543528,1543945,1543950,1544024,1544188,1544257
0,1,9,162,3687,7907,7931,12997,13304,13335,291516,1534410,1541001,1541007,1541209,1543495,1543504,1543553,1543945,1543957,1544018,1544209,1544267
0,1,10,112,3662,7912,7931,12997,13304,13335,788359,1534415,1541001,1541007,1541120,1543495,1543504,1543572,1543946,1543954,1544018,1544187,1544257
0,1,10,44,3606,7909,7931,12997,13304,13335,310151,1536221,1541001,1541007,1541031,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544258
0,1,9,18,3582,7908,7931,12997,13304,13335,328431,1534448,1541001,1541007,1541030,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544257
0,1,9,17,3581,7906,7934,13001,13305,13335,335121,1534479,1541001,1541007,1541013,1543495,1543504,1543519,1543946,1543956,1544021,1544192,1544270
0,2,9,466,3784,7906,7931,12997,13304,13334,291516,1534638,1541002,1541007,1541438,1543495,1543504,1543672,1543947,1543951,1544018,1544204,1544261
0,1,9,17,3581,7906,7943,13007,13306,13335,291516,1534437,1541001,1541007,1541034,1543495,1543504,1543522,1543945,1543950,1544071,1544193,1544248
1,1,9,445,3916,7908,7931,12997,13304,13335,292511,1534453,1541001,1541007,1541019,1543495,1543504,1543527,1543947,1543967,1544018,1544196,1544258
0,1,9,17,3581,7906,7967,12998,13305,267608,291516,1534411,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544018,1544187,1544255
0,1,10,53,3615,7908,7931,12997,13304,13335,363129,1535110,1541001,1541007,1541407,1543497,1543506,1543536,1543945,1543950,1544018,1544193,1544255
0,1,9,17,3581,7906,7933,13000,13305,13335,291516,1534462,1541001,1541007,1541012,1543495,1543504,1543518,1543947,1543951,1544020,1544194,1544262
0,2,9,93,3581,7906,7931,12997,13304,13337,291516,1534582,1541002,1541007,1541237,1543495,1543504,1543619,1543948,1543970,1544035,1544191,1544270
0,1,9,17,3581,7906,7936,13004,13306,13334,291516,1534424,1541001,1541007,1541180,1543495,1543504,1543529,1543946,1543951,1544018,1544187,1544252
0,1,9,61,3610,7909,7931,12997,13304,13335,360172,1534722,1541001,1541007,1541079,1543495,1543504,1543531,1543945,1543951,1544018,1544193,1544270
0,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534430,1541001,1541007,1541185,1543495,1543504,1543524,1543945,1543952,1544019,1544188,1544250
0,1,9,18,3582,7908,7931,12997,13304,13335,293361,1534410,1541001,1541007,1541029,1543495,1543504,1543514,1543945,1543950,1544025,1544189,1544269
0,1,9,17,3581,7906,7933,13000,13305,13335,291516,1534593,1541001,1541007,1541469,1543495,1543504,1543677,1543946,1543950,1544069,1544187,1544261
0,1,9,17,3581,7906,7934,13001,13305,13335,291516,1534479,1541001,1541007,1541013,1543495,1543504,1543519,1543946,1543956,1544021,1544192,1544262
1,1,9,46,3607,7908,7931,12997,13304,13335,291516,1534418,1541001,1541007,1541591,1543496,1543505,1543571,1543947,1543968,1544018,1544196,1544253
0,1,10,19,3583,7907,7931,12997,13304,13335,867122,1534822,1541001,1541007,1541103,1543495,1543504,1543602,1543947,1543951,1544018,1544195,1544254
